,COMTRS,LODI,YEAR,Region,perc_cert,LBS_AI,Year_Lodi,acres_grapes
170,170,0,1990,1,0.0,10346.123177694668,1990.0_0.0,261.2913594090049
171,171,0,1990,1,0.0,7650.764677880011,1990.0_0.0,178.820162827852
172,172,0,1990,1,0.0,5475.875431808733,1990.0_0.0,136.4449523608626
173,173,0,1990,1,0.0,8480.464462644155,1990.0_0.0,210.20238516820072
174,174,0,1990,1,0.0,6395.317187480394,1990.0_0.0,152.7023959310224
175,175,0,1990,1,0.0,6684.914368231893,1990.0_0.0,172.20865613092175
176,176,0,1990,1,0.0,6151.789067163881,1990.0_0.0,168.32292784617223
177,177,0,1990,1,0.0,8897.4801295589,1990.0_0.0,246.93414027170445
178,178,0,1990,1,0.0,8807.824448638512,1990.0_0.0,216.4797234761585
179,179,0,1990,1,0.0,8056.973829507241,1990.0_0.0,201.8544902667788
180,180,0,1990,1,0.0,6131.292702062626,1990.0_0.0,157.85921459781247
181,181,0,1990,1,0.0,5331.797950404897,1990.0_0.0,124.09903459682594
182,182,0,1990,1,0.0,11074.761948744028,1990.0_0.0,271.58564332610916
183,183,0,1990,1,0.0,5499.829520624422,1990.0_0.0,127.64453974295465
184,184,0,1990,1,0.0,7719.570435450643,1990.0_0.0,193.04160709407694
185,185,0,1990,1,0.0,7800.916051463997,1990.0_0.0,182.9485284854237
186,186,0,1990,1,0.0,4747.367517136551,1990.0_0.0,126.12464499074486
187,187,0,1990,1,0.0,9100.87400075112,1990.0_0.0,219.4634476272746
188,188,0,1990,1,0.0,7066.986280834071,1990.0_0.0,179.58642515998167
189,189,0,1990,1,0.0,7370.992549783083,1990.0_0.0,174.35376113569322
190,190,0,1990,1,0.0,9944.72758090449,1990.0_0.0,236.45991311319705
191,191,0,1990,1,0.0,7509.899485837455,1990.0_0.0,204.56512298885428
192,192,0,1990,1,0.0,6655.285978521896,1990.0_0.0,161.30795892113898
193,193,0,1990,1,0.0,7175.71847593356,1990.0_0.0,178.47985051645122
194,194,0,1990,1,0.0,8819.361926800879,1990.0_0.0,222.88555954545726
195,195,0,1990,1,0.0,9036.760883145726,1990.0_0.0,215.83975825616548
196,196,0,1990,1,0.0,9274.474575487962,1990.0_0.0,225.17922445444032
197,197,0,1990,1,0.0,8201.244778992083,1990.0_0.0,212.32691515372187
198,198,0,1990,1,0.0,8922.551516791107,1990.0_0.0,212.91951336476873
199,199,0,1990,1,0.0,9085.918937976548,1990.0_0.0,220.74825607230164
200,200,0,1990,2,0.0,9699.477552425607,1990.0_0.0,284.7654065888053
201,201,0,1990,2,0.0,9855.651702833298,1990.0_0.0,261.46683195468063
202,202,0,1990,2,0.0,8778.08279517726,1990.0_0.0,217.07523915870715
203,203,0,1990,2,0.0,9613.239024839286,1990.0_0.0,237.49835855164477
204,204,0,1990,2,0.0,7053.90844450233,1990.0_0.0,190.25564380859254
205,205,0,1990,2,0.0,7183.300607215956,1990.0_0.0,193.66229095395315
206,206,0,1990,2,0.0,7612.961103700335,1990.0_0.0,192.92004470244487
207,207,0,1990,2,0.0,9634.540138441454,1990.0_0.0,249.1625553288934
208,208,0,1990,2,0.0,7926.092628305408,1990.0_0.0,204.4435647450425
209,209,0,1990,2,0.0,6142.1438037857915,1990.0_0.0,157.83349073918723
210,210,0,1990,2,0.0,11658.594157404606,1990.0_0.0,278.8564474472746
211,211,0,1990,2,0.0,9360.547006868064,1990.0_0.0,249.68006708267637
212,212,0,1990,2,0.0,9893.53065775723,1990.0_0.0,250.34232381080562
213,213,0,1990,2,0.0,8968.895824215873,1990.0_0.0,225.6829065971566
214,214,0,1990,2,0.0,6590.2360172867,1990.0_0.0,184.10252499500928
215,215,0,1990,2,0.0,13395.757435982518,1990.0_0.0,287.94702933183964
216,216,0,1990,2,0.0,7507.453039667507,1990.0_0.0,199.77837002270863
217,217,0,1990,2,0.0,9093.154929711338,1990.0_0.0,237.66905195729566
218,218,0,1990,2,0.0,11175.78014250341,1990.0_0.0,285.03489865742876
219,219,0,1990,2,0.0,5290.549379160595,1990.0_0.0,145.59618703776954
220,220,0,1990,2,0.0,10194.555224467971,1990.0_0.0,248.2646364014214
221,221,0,1990,2,0.0,9021.240924656278,1990.0_0.0,251.069557738862
222,222,0,1990,2,0.0,3372.514192644248,1990.0_0.0,90.5665846181791
223,223,0,1990,2,0.0,8585.153727334864,1990.0_0.0,197.77029936536465
224,224,0,1990,2,0.0,2998.1392826832885,1990.0_0.0,78.80174334688256
225,225,0,1990,2,0.0,7229.062666692653,1990.0_0.0,195.76471550135616
226,226,0,1990,2,0.0,6938.169663227211,1990.0_0.0,188.33951593691336
227,227,0,1990,2,0.0,8746.336693143108,1990.0_0.0,222.64045109196496
228,228,0,1990,2,0.0,7513.752137211164,1990.0_0.0,179.79123199275773
229,229,0,1990,2,0.0,7720.321721828583,1990.0_0.0,190.65991145025376
230,230,0,1990,2,0.0,7279.196379591905,1990.0_0.0,186.67017385893035
231,231,0,1990,2,0.0,8135.375501684911,1990.0_0.0,188.3727293823477
232,232,0,1990,2,0.0,7854.059935966158,1990.0_0.0,189.80532204484504
233,233,0,1990,2,0.0,4579.915155639102,1990.0_0.0,117.90395100636202
234,234,0,1990,2,0.0,8316.439949009386,1990.0_0.0,216.70498345869987
235,235,0,1990,2,0.0,6063.346190602172,1990.0_0.0,164.02094485255307
236,236,0,1990,2,0.0,7728.713529903645,1990.0_0.0,212.16816703847542
237,237,0,1990,2,0.0,5934.807151115998,1990.0_0.0,160.56278071599579
238,238,0,1990,2,0.0,7872.80484017503,1990.0_0.0,216.71298394532863
239,239,0,1990,2,0.0,7795.412078585457,1990.0_0.0,207.95283888717512
240,240,0,1990,2,0.0,8264.242114687566,1990.0_0.0,245.11849823699472
241,241,0,1990,2,0.0,8620.553658123286,1990.0_0.0,222.3542387581455
242,242,0,1990,2,0.0,4205.906627058231,1990.0_0.0,99.10252900227464
243,243,0,1990,2,0.0,8673.826233279666,1990.0_0.0,204.19374132758463
244,244,0,1990,2,0.0,8224.87814213224,1990.0_0.0,222.10707873298517
245,245,0,1990,2,0.0,11686.33518986213,1990.0_0.0,313.9906323156234
246,246,0,1990,2,0.0,10425.989094947809,1990.0_0.0,233.18344421210077
247,247,0,1990,2,0.0,7742.107628663091,1990.0_0.0,195.8191351300476
248,248,0,1990,2,0.0,8622.509180488101,1990.0_0.0,231.3784573069934
249,249,0,1990,2,0.0,9540.20733784057,1990.0_0.0,252.3322585181935
250,250,0,1990,2,0.0,7769.725047499328,1990.0_0.0,188.14799981627385
251,251,0,1990,2,0.0,7076.205116556471,1990.0_0.0,206.2114117334175
252,252,0,1990,2,0.0,4958.868787078804,1990.0_0.0,132.26829658773934
253,253,0,1990,2,0.0,7810.745037816083,1990.0_0.0,187.35862160270324
254,254,0,1990,2,0.0,7520.479541213535,1990.0_0.0,187.25217199309708
255,255,0,1990,2,0.0,6192.219766164249,1990.0_0.0,170.86235838873372
256,256,0,1990,2,0.0,5429.586541524018,1990.0_0.0,126.69115242628442
257,257,0,1990,2,0.0,7066.750669479446,1990.0_0.0,181.319252622332
258,258,0,1990,2,0.0,7359.138434474658,1990.0_0.0,172.0123550134328
259,259,0,1990,2,0.0,6303.09503802312,1990.0_0.0,162.75628095756434
260,260,0,1990,2,0.0,7661.33711694481,1990.0_0.0,190.66415183088682
261,261,0,1990,2,0.0,7682.746005315369,1990.0_0.0,186.96747851666015
262,262,0,1990,2,0.0,8238.073789487185,1990.0_0.0,192.41293188303948
263,263,0,1990,2,0.0,6196.726703057657,1990.0_0.0,145.21874738102667
264,264,0,1990,2,0.0,8415.153749118359,1990.0_0.0,196.64294699459808
265,265,0,1990,2,0.0,7447.560133911543,1990.0_0.0,179.48640760930328
266,266,0,1990,2,0.0,5516.144016476667,1990.0_0.0,152.8563435401653
267,267,0,1990,2,0.0,7044.392685623902,1990.0_0.0,171.49285925346885
268,268,0,1990,2,0.0,8709.897392673658,1990.0_0.0,212.99974437589566
269,269,0,1990,2,0.0,5447.393019118017,1990.0_0.0,137.52826642244383
270,270,0,1990,2,0.0,10760.072633577402,1990.0_0.0,252.42709183488387
271,271,0,1990,2,0.0,8391.371429679488,1990.0_0.0,197.65800147270267
272,272,0,1990,2,0.0,8551.890265510701,1990.0_0.0,243.67450403503886
273,273,0,1990,2,0.0,8310.504394729918,1990.0_0.0,220.83458974288004
274,274,0,1990,2,0.0,6809.00516966282,1990.0_0.0,176.71866349409243
275,275,0,1990,2,0.0,5217.7688119218055,1990.0_0.0,127.7775716993062
276,276,0,1990,2,0.0,6840.14572768574,1990.0_0.0,178.11364071528612
277,277,0,1990,2,0.0,11044.203784389874,1990.0_0.0,253.2128922608141
278,278,0,1990,2,0.0,8843.212254766022,1990.0_0.0,222.86986476364822
279,279,0,1990,2,0.0,8250.789332147277,1990.0_0.0,202.3924298371255
280,280,0,1990,2,0.0,8674.072535479992,1990.0_0.0,192.69870565113067
281,281,0,1990,2,0.0,6442.31293178483,1990.0_0.0,165.18637601709378
282,282,0,1990,2,0.0,10280.544278396166,1990.0_0.0,257.69372692826425
283,283,0,1990,2,0.0,8908.491333718433,1990.0_0.0,223.27613551358579
284,284,0,1990,2,0.0,8105.3949049150515,1990.0_0.0,207.87937352343928
285,285,0,1990,2,0.0,8550.849317773242,1990.0_0.0,211.83058442331603
286,286,0,1990,2,0.0,8433.929585931272,1990.0_0.0,204.70201745436566
287,287,0,1990,2,0.0,4721.866403594767,1990.0_0.0,114.06313522502082
288,288,0,1990,2,0.0,6166.070505486341,1990.0_0.0,168.37523023433022
289,289,0,1990,2,0.0,8392.57096833465,1990.0_0.0,226.73687115570743
290,290,0,1990,2,0.0,5460.915654791692,1990.0_0.0,158.96303653853928
291,291,0,1990,2,0.0,8774.449733085154,1990.0_0.0,198.73932334234115
292,292,0,1990,2,0.0,8514.803387438193,1990.0_0.0,226.27425392006532
293,293,0,1990,2,0.0,7417.699431508147,1990.0_0.0,198.76660913832598
294,294,0,1990,2,0.0,8649.764968152866,1990.0_0.0,220.98076334734745
295,295,0,1990,2,0.0,11174.831147899306,1990.0_0.0,260.19786239478395
296,296,0,1990,2,0.0,7769.994181839272,1990.0_0.0,182.62797205790088
297,297,0,1990,2,0.0,5650.802503606607,1990.0_0.0,137.0785488838402
298,298,0,1990,2,0.0,9697.987776602096,1990.0_0.0,235.52601759999047
299,299,0,1990,2,0.0,6355.7483889415025,1990.0_0.0,177.66450830648654
300,300,0,1990,3,0.0,8877.065960168364,1990.0_0.0,226.41660755770891
301,301,0,1990,3,0.0,8922.543164753333,1990.0_0.0,238.0133159013445
302,302,0,1990,3,0.0,7957.701261063648,1990.0_0.0,197.65703072831565
303,303,0,1990,3,0.0,10024.443253336698,1990.0_0.0,229.30041810986052
304,304,0,1990,3,0.0,8703.247872267126,1990.0_0.0,262.0980864670061
305,305,0,1990,3,0.0,8759.578650304562,1990.0_0.0,221.09250590102567
306,306,0,1990,3,0.0,9429.273906312217,1990.0_0.0,235.29267753417736
307,307,0,1990,3,0.0,9997.079118117284,1990.0_0.0,237.38561979209746
308,308,0,1990,3,0.0,7520.993313157389,1990.0_0.0,204.9045296164164
309,309,0,1990,3,0.0,4926.939515380166,1990.0_0.0,142.19836987854325
310,310,0,1990,3,0.0,7234.436409117435,1990.0_0.0,194.48557646277297
311,311,0,1990,3,0.0,6711.516371454261,1990.0_0.0,168.10655299227344
312,312,0,1990,3,0.0,7992.406487480359,1990.0_0.0,211.1056696880831
313,313,0,1990,3,0.0,7572.370102572316,1990.0_0.0,183.17030275376067
314,314,0,1990,3,0.0,7444.767782419211,1990.0_0.0,193.75595382979836
315,315,0,1990,3,0.0,8253.319103510155,1990.0_0.0,214.7303539676792
316,316,0,1990,3,0.0,6765.537386944848,1990.0_0.0,177.0281470189476
317,317,0,1990,3,0.0,7669.199129923493,1990.0_0.0,184.27044753525922
318,318,0,1990,3,0.0,8989.389701330352,1990.0_0.0,259.56292083235695
319,319,0,1990,3,0.0,5856.016674087491,1990.0_0.0,148.9904469883446
320,320,0,1990,3,0.0,12768.866523590961,1990.0_0.0,307.6210472776802
321,321,0,1990,3,0.0,5204.534591814666,1990.0_0.0,141.33178337531336
322,322,0,1990,3,0.0,7953.955757714514,1990.0_0.0,209.32628979445295
323,323,0,1990,3,0.0,11939.26392035878,1990.0_0.0,309.32853617881807
324,324,0,1990,3,0.0,7369.165198771261,1990.0_0.0,192.2055752230754
325,325,0,1990,3,0.0,7775.87383546292,1990.0_0.0,199.3647426601517
326,326,0,1990,3,0.0,6893.605459850553,1990.0_0.0,173.59764618450248
327,327,0,1990,3,0.0,10710.498949609548,1990.0_0.0,268.86690457734915
328,328,0,1990,3,0.0,8796.87408488266,1990.0_0.0,207.5406602176199
329,329,0,1990,3,0.0,5818.188209310779,1990.0_0.0,143.420568674111
330,330,0,1990,3,0.0,6139.456810766196,1990.0_0.0,148.30809467990716
331,331,0,1990,3,0.0,8001.252658828679,1990.0_0.0,182.6702761384072
332,332,0,1990,3,0.0,9934.40261540643,1990.0_0.0,251.36710236909138
333,333,0,1990,3,0.0,9860.047598839237,1990.0_0.0,270.66202221693095
334,334,0,1990,3,0.0,8509.956219854444,1990.0_0.0,197.1804493109355
335,335,0,1990,3,0.0,5826.220133391129,1990.0_0.0,148.41295858320808
336,336,0,1990,3,0.0,7950.72151292609,1990.0_0.0,189.90548367875712
337,337,0,1990,3,0.0,9827.514674442937,1990.0_0.0,233.76999167657374
338,338,0,1990,3,0.0,6884.898239584178,1990.0_0.0,170.09222665624156
339,339,0,1990,3,0.0,6624.924597948623,1990.0_0.0,179.52215707759865
340,340,0,1990,3,0.0,5120.480503021458,1990.0_0.0,134.50309334546884
341,341,0,1990,3,0.0,12020.761046150916,1990.0_0.0,349.93527941556465
342,342,0,1990,3,0.0,6541.797316702531,1990.0_0.0,168.30653394793913
343,343,0,1990,3,0.0,8394.859648999958,1990.0_0.0,200.81064419368582
344,344,0,1990,3,0.0,5987.085716608691,1990.0_0.0,145.200702797274
345,345,0,1990,3,0.0,7500.398426676491,1990.0_0.0,189.21366026327811
346,346,0,1990,3,0.0,9085.695147662203,1990.0_0.0,225.00302232569285
